time,q0,q1,q2,dq0,dq1,dq2,tau0,tau1,tau2
1722873700.74764,-0.059185207,0.369460791,-1.415006638,-0.615433192,0.920049345,-1.079754663,0.811415637,0.70751487,-0.426735353
1722873700.74958,-0.059911847,0.372488528,-1.416807532,-0.616208291,0.948728204,-1.114937687,0.865839863,0.82625863,-0.369837308
1722873700.7516,-0.061546862,0.373760194,-1.419603586,-0.611557639,0.992134082,-1.104827619,0.930159414,0.583823466,-0.474150395
1722873700.75353,-0.062606573,0.377030164,-1.421009541,-0.615433156,1.053367376,-1.102401185,0.895525813,0.192958599,-0.493116415
1722873700.75555,-0.063666284,0.378907382,-1.422873497,-0.622409117,1.092122626,-1.085820699,0.771834385,0.30180704,-0.616395521
1722873700.75753,-0.064423203,0.380300134,-1.424674392,-0.610007465,1.159556746,-1.108871675,0.831206262,0.291911727,-0.78708967
1722873700.75956,-0.066088498,0.3815718,-1.427612662,-0.554975033,1.07507031,-1.118577313,0.885630488,0.252330476,-0.616395521
1722873700.76158,-0.066088498,0.382964581,-1.429192305,-0.516219783,0.994459403,-1.099974799,0.895525789,0.346335948,-0.388803339
1722873700.76354,-0.06784457,0.385840923,-1.430740476,-0.522420609,0.98128264,-1.089864707,0.811415625,0.578875792,-0.388803339
1722873700.76556,-0.068783164,0.388202578,-1.432351708,-0.58287878,1.064993978,-1.092291117,0.771834385,0.692671883,-0.654327559
1722873700.76752,-0.069873154,0.390110075,-1.434294701,-0.638686323,1.139404011,-1.118172908,0.786677361,0.578875786,-0.843987715
1722873700.76951,-0.070872366,0.391502827,-1.436300993,-0.618533599,1.108399773,-1.130305004,0.8608922,0.217696881,-0.692259586
1722873700.77155,-0.0729312,0.393198371,-1.439397216,-0.599155986,1.083596396,-1.120194912,0.821310949,0.60361408,-0.701742601
1722873700.77351,-0.07405147,0.395287514,-1.44107163,-0.600706196,1.199862123,-1.117768502,0.821310961,0.796572679,-0.834504712
1722873700.77563,-0.075111181,0.397376686,-1.443014622,-0.605356824,1.31767807,-1.140010619,0.865839863,0.667933613,-0.891402757
1722873700.77774,-0.075111181,0.397376686,-1.443014622,-0.58675431,1.319228292,-1.159826326,0.841101575,0.415603137,-0.815538692
1722873700.7796,-0.075958967,0.400737464,-1.444941878,-0.610007453,1.305276418,-1.205119395,0.920264065,0.450236732,-0.55001446
1722873700.78163,-0.07877478,0.405945212,-1.449712634,-0.670465612,1.294424963,-1.245964098,1.093432069,0.682776582,-0.40776934
1722873700.78372,-0.079955608,0.405945212,-1.451497674,-0.667365181,1.223115349,-1.224126387,1.039007866,0.60361408,-0.445701379
1722873700.78563,-0.080773085,0.410123497,-1.453582883,-0.647212446,1.212263894,-1.194200611,0.895525813,0.564032829,-0.50259943
1722873700.78766,-0.081893355,0.412636548,-1.455304742,-0.627834833,1.301400924,-1.180450916,0.811415648,0.42549845,-0.654327559
1722873700.78953,-0.083074182,0.412636548,-1.457437277,-0.631710362,1.333955312,-1.199862242,0.915316439,0.306754696,-0.749157643
1722873700.79155,-0.084224731,0.416905671,-1.459554076,-0.654188406,1.204512835,-1.199053407,0.974688315,0.455184388,-0.512082434
1722873700.79371,-0.085617483,0.41950956,-1.462002635,-0.655738616,1.217689633,-1.204715037,0.90047344,0.672881269,-0.502599418
1722873700.79567,-0.086949706,0.421295911,-1.464324832,-0.654963529,1.306826687,-1.177215672,0.92521174,0.712462521,-0.568980479
1722873700.79758,-0.08900857,0.423233688,-1.467847466,-0.675891364,1.409915614,-1.191369748,0.959845352,0.405707824,-0.720708621
1722873700.79958,-0.090219676,0.425171435,-1.469616771,-0.696044087,1.378136301,-1.232214403,0.98458364,0.460132051,-0.701742613
1722873700.80153,-0.091158271,0.429622233,-1.471670389,-0.70922085,1.336280632,-1.248390508,0.964793015,0.821310973,-0.815538704
1722873700.80352,-0.092066616,0.431862772,-1.47348702,-0.686742806,1.370385194,-1.240302444,1.108275056,0.855944562,-0.673293573
1722873700.80552,-0.093277723,0.434315264,-1.475603819,-0.659614146,1.377361131,-1.233831978,1.048903179,0.564032817,-0.455184376
1722873700.80756,-0.094579637,0.436464965,-1.477862835,-0.647212481,1.401389408,-1.218869138,0.969740677,0.850996888,-0.407769334
1722873700.8098,-0.094579637,0.436464965,-1.477862835,-0.678991771,1.508353877,-1.233023238,0.989531302,0.707514858,-0.502599412
1722873700.81171,-0.09591186,0.43922022,-1.480200768,-0.703020012,1.535482526,-1.237876081,0.989531279,0.326545322,-0.587946486
1722873700.8138,-0.09812212,0.443549901,-1.485903502,-0.645662284,1.365734553,-1.254052162,0.786677337,0.583823454,-0.597429514
1722873700.81557,-0.100483775,0.446214318,-1.487957001,-0.610782576,1.438594413,-1.29853642,0.707514834,0.796572679,-0.58794651
1722873700.8176,-0.10139209,0.448757648,-1.490105391,-0.617758512,1.551759696,-1.335337043,0.836153913,0.633300018,-0.464667398
1722873700.81975,-0.102360964,0.452512056,-1.493801951,-0.638686335,1.530056763,-1.330888605,0.999426603,0.376021886,-0.350871301
1722873700.8216,-0.103390396,0.45490396,-1.493801951,-0.671240735,1.450996137,-1.285595512,1.01426959,0.712462521,-0.218109179
1722873700.82363,-0.104752898,0.457780361,-1.498098731,-0.661939466,1.518430305,-1.224126315,0.964793015,0.717410177,-0.275007224
1722873700.82554,-0.106963158,0.460444748,-1.499773145,-0.654963529,1.61996901,-1.213207459,1.014269567,0.494765639,-0.464667386
1722873700.82753,-0.108204544,0.462776124,-1.501558304,-0.637911224,1.612993026,-1.218464708,1.068693805,0.460132039,-0.692259586
1722873700.82965,-0.108204544,0.462776124,-1.501558304,-0.637136114,1.594390512,-1.234640813,0.964793015,0.747096103,-0.730191624
1722873700.83186,-0.110142291,0.46986109,-1.505554914,-0.642561853,1.651748204,-1.276698637,0.940054703,0.737200791,-0.843987721
1722873700.83358,-0.112110347,0.472162187,-1.509030223,-0.654188442,1.60834229,-1.29489677,1.098379707,0.479922676,-0.663810563
1722873700.83556,-0.113381982,0.474735767,-1.510973215,-0.628609967,1.609117413,-1.287213159,1.048903155,0.776782066,-0.597429502
1722873700.83762,-0.114350885,0.480185717,-1.513090014,-0.591404927,1.719182324,-1.270228219,0.92521174,0.850996912,-0.720708597
1722873700.83954,-0.115834475,0.480185717,-1.515191078,-0.594505358,1.75173676,-1.278316259,0.841101575,0.564032829,-0.692259574
1722873700.84165,-0.116985023,0.4866651,-1.517513156,-0.648762703,1.673451161,-1.307837677,0.791625011,0.677828926,-0.644844544
1722873700.84359,-0.116985023,0.4866651,-1.517513156,-0.65186311,1.750186515,-1.334932637,0.786677361,0.564032829,-0.682776582
1722873700.84572,-0.119043887,0.491267294,-1.522110105,-0.595280445,1.702130032,-1.354748344,0.831206262,0.366126573,-0.606912518
1722873700.84768,-0.121011943,0.493326157,-1.525601268,-0.603031504,1.561061001,-1.322800541,0.870787513,0.737200797,-0.445701373
1722873700.84951,-0.121859699,0.498533905,-1.52718091,-0.636361003,1.664149928,-1.310668421,0.964792991,0.964792985,-0.464667392
1722873700.85152,-0.122768015,0.50053221,-1.528981805,-0.688293016,1.70678072,-1.316734433,0.994478917,0.8608922,-0.559497476
1722873700.85352,-0.124736071,0.503045261,-1.53259933,-0.659614146,1.700579858,-1.311072826,0.949950004,0.816363299,-0.55001446
1722873700.85551,-0.126007736,0.506042719,-1.534463286,-0.645662284,1.750961637,-1.328462172,0.880682826,1.16269924,-0.606912506
1722873700.85754,-0.127188534,0.508979678,-1.536690712,-0.635585928,1.878078794,-1.337763453,0.880682838,0.999426579,-0.625878525
1722873700.85973,-0.127188534,0.508979678,-1.536690712,-0.634810817,1.838548446,-1.327249002,0.910368776,0.697619545,-0.587946498
1722873700.86176,-0.128944635,0.516821504,-1.540797949,-0.610007453,1.764138412,-1.321587396,0.969740653,0.376021886,-0.360354304
1722873700.86367,-0.128944635,0.516821504,-1.540797949,-0.583653903,1.787391567,-1.289235187,1.048903179,0.17811563,-0.284490228
1722873700.86553,-0.13133657,0.522665083,-1.546405911,-0.615433204,1.795142627,-1.276294279,0.999426627,0.50960862,-0.322422266
1722873700.86765,-0.133122951,0.528296709,-1.548254132,-0.65961417,1.880404162,-1.284786701,0.994478941,0.559085184,-0.436218369
1722873700.86954,-0.134091824,0.530234456,-1.550086498,-0.684417522,1.880404186,-1.291661549,1.039007831,0.291911727,-0.512082434
1722873700.87152,-0.136150688,0.532747507,-1.553514481,-0.667365217,1.761038065,-1.274272275,0.989531279,0.653090644,-0.493116415
1722873700.87354,-0.137301236,0.535866082,-1.555315375,-0.65806396,1.879629087,-1.264971018,1.019217241,0.930159402,-0.578463495
1722873700.87554,-0.138482064,0.539378285,-1.557558537,-0.618533599,2.00054543,-1.243537664,0.989531302,0.801520336,-0.720708621
1722873700.87758,-0.139572054,0.542194128,-1.559533119,-0.60923233,1.983493114,-1.259713745,0.979635966,0.232539845,-0.682776582
1722873700.87962,-0.140480369,0.548431277,-1.561697364,-0.660389256,1.957139492,-1.277103043,1.024164867,0.267173433,-0.768123651
1722873700.88164,-0.141297877,0.551126003,-1.565741301,-0.687517929,2.0447263,-1.27791183,0.949950016,0.034633583,-0.758640647
1722873700.88359,-0.142508984,0.554062903,-1.565741301,-0.706895554,2.065654135,-1.269014955,0.93510704,0.178115642,-0.606912518
1722873700.8855,-0.144749522,0.557908118,-1.569248319,-0.658839059,1.955589247,-1.245155215,0.811415637,1.063746148,-0.521565461
1722873700.88752,-0.145839512,0.561511159,-1.571475625,-0.617758501,2.109060001,-1.248794866,0.737200785,1.073641461,-0.568980503
1722873700.88951,-0.145839512,0.561511159,-1.571475625,-0.579003274,2.205173016,-1.264970994,0.737200785,0.05442422,-0.568980503
1722873700.89161,-0.147050619,0.567899704,-1.576372743,-0.608457267,2.00209558,-1.273059058,0.836153913,0.494765633,-0.341388297
1722873700.89355,-0.149170041,0.57534802,-1.578315735,-0.623959363,1.982717967,-1.248794913,1.019217205,0.662985945,-0.28449024
1722873700.89576,-0.150138915,0.578133523,-1.580258727,-0.618533623,2.04085083,-1.252434516,1.113222671,0.420550781,-0.331905276
1722873700.89754,-0.150986671,0.58079797,-1.582201838,-0.582103682,2.088132238,-1.295301175,1.029112506,0.25233047,-0.426735359
1722873700.89954,-0.152167499,0.584279895,-1.584318638,-0.560400736,2.081156349,-1.276294255,0.92521174,0.717410171,-0.388803333
1722873700.90152,-0.154196113,0.588639855,-1.58804667,-0.587529409,2.210598898,-1.224530768,0.910368788,1.053850812,-0.474150407
1722873700.90352,-0.154983312,0.594574213,-1.589815974,-0.615433192,2.293535113,-1.228979182,1.053850818,0.959845352,-0.502599424
1722873700.9055,-0.155831099,0.597178102,-1.591585159,-0.579778361,2.193546534,-1.279125071,0.949950016,0.727305472,-0.521565437
1722873700.90752,-0.15761745,0.600720584,-1.594949961,-0.553424799,2.094333029,-1.293279171,0.900473452,1.291338283,-0.445701379
1722873700.90965,-0.15761745,0.600720584,-1.594949961,-0.558075428,2.217574668,-1.291257167,0.885630488,1.098379683,-0.445701379
1722873700.91157,-0.159615785,0.607139409,-1.598346353,-0.570477092,2.41135087,-1.258500576,0.885630488,-0.009895313,-0.331905276
1722873700.9136,-0.160463542,0.613679349,-1.600257754,-0.591404927,2.335390663,-1.229383588,0.855944538,0.084110159,-0.464667392
1722873700.91551,-0.161159933,0.616646528,-1.603243351,-0.579778373,2.348567438,-1.212398648,0.964792967,0.098953128,-0.587946498
1722873700.91753,-0.16197744,0.619401813,-1.605012655,-0.551874602,2.417551756,-1.24030242,0.984583592,-0.074214846,-0.578463489
1722873700.9195,-0.16382435,0.625881195,-1.607034683,-0.55032438,2.269506693,-1.254052114,0.801520312,0.183063281,-0.407769334
1722873700.92155,-0.164672136,0.629756689,-1.608677506,-0.629385066,2.243928242,-1.243133235,0.855944538,0.499713284,-0.540531451
1722873700.92356,-0.165671289,0.632935882,-1.610652089,-0.624734437,2.413676167,-1.221699882,0.880682826,0.489817965,-0.587946498
1722873700.92553,-0.167730153,0.636448026,-1.614459157,-0.608457232,2.330739975,-1.161039519,0.920264077,0.514556253,-0.4551844
1722873700.92761,-0.168729305,0.640384138,-1.615849376,-0.597605753,2.285783958,-1.140010619,0.860892212,1.083536744,-0.502599442
1722873700.92952,-0.169789016,0.644744098,-1.617744923,-0.587529385,2.369495344,-1.151738334,0.92521174,1.167646921,-0.531048465
1722873700.9317,-0.170545965,0.651919842,-1.619656444,-0.592180026,2.459407425,-1.223721981,0.954897666,1.083536768,-0.483633423
1722873700.9337,-0.172150671,0.655129254,-1.622752666,-0.578228152,2.511339378,-1.227765989,0.984583592,0.786677378,-0.331905293
1722873700.93551,-0.172877342,0.661275625,-1.624363899,-0.538697815,2.475684595,-1.225339556,0.989531255,1.073641455,-0.21810919
1722873700.93751,-0.173967332,0.665938377,-1.625927806,-0.530946767,2.478009939,-1.170745182,0.959845328,0.940054739,-0.208626175
1722873700.93954,-0.17475453,0.669632196,-1.627918243,-0.529396558,2.588849831,-1.106849623,0.880682838,1.147856319,-0.312939262
1722873700.94153,-0.176177591,0.669632196,-1.629655838,-0.523970819,2.951598835,-1.088651538,0.860892212,0.326545346,-0.493116426
1722873700.94394,-0.177207023,0.675021648,-1.632088661,-0.521645522,2.877963924,-1.101187992,0.885630488,0.014842987,-0.540531474
1722873700.94567,-0.177933693,0.679139376,-1.633968472,-0.537147605,2.602026653,-1.118981647,0.949950016,0.737200838,-0.407769352
1722873700.94765,-0.178902566,0.688162088,-1.635943055,-0.55419991,2.414451313,-1.107253981,0.999426579,1.06374616,-0.398286343
1722873700.94962,-0.179901719,0.69249177,-1.63777554,-0.533272076,2.546994209,-1.089864731,0.989531279,0.326545322,-0.4551844
1722873700.95155,-0.180870593,0.695580065,-1.639513254,-0.519320202,2.549319506,-1.061152196,1.039007854,0.361178917,-0.474150419
1722873700.95356,-0.181718379,0.699152827,-1.640919089,-0.506918514,2.48886137,-1.029204369,1.029112554,0.747096097,-0.474150419
1722873700.95554,-0.182717532,0.703936636,-1.642862201,-0.500717676,2.56172123,-1.004940188,0.979636002,1.004374212,-0.483633423
1722873700.95755,-0.182717532,0.703936636,-1.642862201,-0.503818095,2.651633358,-0.973396814,0.979636002,0.964792961,-0.50259943
1722873700.95955,-0.183686405,0.708659947,-1.644678831,-0.528621447,2.67333622,-0.979058444,1.019217253,0.024738282,-0.445701373
1722873700.96173,-0.185896665,0.719590127,-1.648722887,-0.532496977,2.667135429,-0.973801184,0.95489769,0.35128361,-0.436218369
1722873700.96362,-0.185896665,0.719590127,-1.648722887,-0.512344265,2.744646025,-0.959647071,0.945002365,0.455184394,-0.550014478
1722873700.96564,-0.187561929,0.727432013,-1.653209209,-0.49141643,2.677987099,-0.97541877,1.019217229,0.351283598,-0.521565461
1722873700.96754,-0.189136386,0.731640577,-1.654867887,-0.492966628,2.46638341,-0.99483012,1.053850842,0.564032817,-0.312939274
1722873700.96952,-0.18971163,0.738029182,-1.656036854,-0.458086914,2.320663595,-0.980271661,1.113222718,0.593718755,-0.161211137
1722873700.97153,-0.190953016,0.741208315,-1.658327341,-0.403054494,2.374145794,-0.945493042,1.162699246,0.326545322,-0.132762107
1722873700.97353,-0.191467732,0.747899652,-1.659401536,-0.386777288,2.41135087,-0.895347106,1.142908597,0.23253985,-0.180177149
1722873700.97558,-0.192073286,0.75086683,-1.660491586,-0.386002183,2.467158461,-0.878362179,1.00932188,0.539294541,-0.27500723
1722873700.97781,-0.192799956,0.754469872,-1.662782192,-0.396853638,2.591175222,-0.842370379,0.974688292,0.519503915,-0.388803327
1722873700.97967,-0.194283545,0.758678436,-1.66371417,-0.443359923,2.677986956,-0.782923234,0.959845328,0.667933613,-0.597429502
1722873700.9816,-0.194919378,0.766762555,-1.665041089,-0.479789841,2.720617676,-0.762703085,1.043955493,0.361178929,-0.749157643
1722873700.98357,-0.195524931,0.771031678,-1.666036367,-0.459637111,2.643882275,-0.788584816,1.039007854,0.474975014,-0.701742613
1722873700.98555,-0.196312159,0.775240242,-1.667315841,-0.465062845,2.575673103,-0.788584816,1.13301332,1.177542198,-0.682776582
1722873700.98752,-0.197129637,0.778843284,-1.669811845,-0.438709295,2.541568518,-0.773621941,1.113222671,1.652517188,-0.625878525
1722873700.98955,-0.197886586,0.783566594,-1.671201944,-0.412355733,2.68651309,-0.755828249,1.063746095,1.504087496,-0.540531462
1722873700.99153,-0.198704064,0.789077044,-1.671201944,-0.383676857,2.682637501,-0.733990538,1.029112506,0.964792991,-0.445701391
1722873700.99351,-0.200157404,0.793437064,-1.673666239,-0.368949866,2.571797562,-0.735608149,0.989531279,1.350710177,-0.398286343
1722873700.99548,-0.200793207,0.797615349,-1.674803615,-0.367399657,2.68496294,-0.761085486,0.994478965,1.335867202,-0.303456256
1722873700.9975,-0.201338202,0.805184722,-1.67587781,-0.360423714,2.80897975,-0.780092382,1.053850842,1.058798456,-0.17069414
1722873700.99982,-0.202367663,0.808484972,-1.677820802,-0.375925809,2.688063335,-0.752997422,1.048903155,0.761939085,-0.094830081
1722873701.00166,-0.2028521,0.812057734,-1.678721309,-0.357323295,2.64543252,-0.712557185,0.979635954,0.959845328,-0.094830081
1722873701.00359,-0.203336537,0.819687665,-1.679621696,-0.331744838,2.753172159,-0.700829518,0.949950027,0.915316409,-0.094830081
1722873701.00557,-0.203851253,0.823290706,-1.680474758,-0.333295047,2.862461948,-0.70285151,0.949950027,0.77678203,-0.104313087
1722873701.00753,-0.204426527,0.827711225,-1.681438327,-0.363524133,2.861686802,-0.656345224,1.02911253,0.544242191,-0.161211133
1722873701.00951,-0.205001801,0.833645582,-1.68238616,-0.368174762,2.933771563,-0.605390525,0.949950027,0.969740629,-0.28449024
1722873701.01157,-0.206091791,0.838338614,-1.683997512,-0.343371412,2.949273729,-0.556053436,0.806467986,1.063746095,-0.417252362
1722873701.01353,-0.206485391,0.846059382,-1.684755683,-0.296090025,2.91129365,-0.547156572,0.821310949,0.450236726,-0.445701391
1722873701.01557,-0.207000107,0.85196352,-1.685498238,-0.282913244,2.745421124,-0.543516946,0.841101575,1.058798468,-0.388803333
1722873701.01761,-0.207514822,0.85196352,-1.686382771,-0.305391276,2.901992226,-0.52895847,0.826258612,0.890578163,-0.350871295
1722873701.01972,-0.208029538,0.861864269,-1.687220097,-0.299965543,2.877963972,-0.489327019,0.836153913,0.613509393,-0.388803333
1722873701.02159,-0.208544254,0.865376472,-1.688009858,-0.295314914,2.840758944,-0.477194935,0.821310937,0.846049237,-0.388803339
1722873701.02357,-0.208907604,0.869645596,-1.68922627,-0.294539812,2.84153409,-0.451313186,0.841101575,0.994478923,-0.293973255
1722873701.02552,-0.209301203,0.874368906,-1.68922627,-0.251133949,2.897341681,-0.414108145,0.801520336,0.761939073,-0.180177152
1722873701.02751,-0.210239798,0.87933439,-1.690316319,-0.193776199,2.846959877,-0.365984249,0.78172971,0.593718755,-0.142245114
1722873701.0295,-0.210633427,0.888508499,-1.690742731,-0.173623472,2.737670088,-0.344955325,0.811415648,0.940054691,-0.132762107
1722873701.03187,-0.210966468,0.892081261,-1.691264033,-0.184474939,2.648533058,-0.309772319,0.865839863,1.325971889,-0.14224512
1722873701.0335,-0.211390346,0.897379816,-1.691627383,-0.1953264,2.656284046,-0.273780504,0.880682826,1.098379731,-0.161211139
1722873701.03551,-0.211753696,0.901285589,-1.692069769,-0.245708209,2.805879164,-0.259222007,0.8608922,0.930159426,-0.161211137
1722873701.03749,-0.212389529,0.905009747,-1.692622662,-0.261210304,2.86943779,-0.247494322,0.831206274,0.588771129,-0.123279104
1722873701.03951,-0.212389529,0.908764124,-1.692622662,-0.222455066,2.798903322,-0.232127023,0.791625023,0.494765627,-0.161211142
1722873701.04151,-0.212752849,0.913699389,-1.692906976,-0.196876609,2.732244396,-0.198561624,0.78172971,0.945002365,-0.246558213
1722873701.04352,-0.21344924,0.920360446,-1.693459868,-0.21005339,2.82990756,-0.192091185,0.811415648,0.925211757,-0.293973249
1722873701.04553,-0.21381256,0.92459929,-1.693617821,-0.209278286,2.860911703,-0.167018229,0.890578151,0.717410189,-0.369837314
1722873701.04766,-0.214145601,0.929050088,-1.693759918,-0.183699831,2.808204556,-0.126577976,0.979635966,0.638247657,-0.388803339
1722873701.04958,-0.214357555,0.937830567,-1.693902254,-0.183699834,2.696589422,-0.101909426,0.95984534,1.063746089,-0.312939274
1722873701.05159,-0.214751154,0.941100538,-1.693933725,-0.14882012,2.684962845,-0.069961632,0.969740653,1.395239079,-0.208626184
1722873701.05363,-0.215023667,0.944703579,-1.69394958,-0.116265714,2.739220238,-0.036396224,0.984583616,0.989531302,-0.151728132
1722873701.05552,-0.21526587,0.953484058,-1.693981171,-0.138743752,2.719067574,-0.02264654,0.979635954,1.217123497,-0.104313087
1722873701.05749,-0.215447545,0.957753181,-1.693965435,-0.193001086,2.662484884,-0.00970566,0.920264077,0.598666424,-0.14224512
1722873701.05951,-0.21562922,0.961053431,-1.69391799,-0.16122179,2.530717039,0.003639622,0.920264089,0.658038294,-0.208626175
1722873701.0615,-0.215901703,0.96547395,-1.693886399,-0.111615086,2.609777641,0.02426415,0.900473475,0.776782048,-0.189660159
1722873701.06352,-0.21599254,0.970439434,-1.69358623,-0.093012571,2.727593565,0.041249055,0.9103688,0.964792997,-0.094830075
1722873701.06561,-0.216234773,0.975495815,-1.69358623,-0.094562782,2.80355382,0.05661635,0.945002389,0.766886753,-0.018966016
1722873701.06758,-0.216416419,0.980007172,-1.693412542,-0.075185165,2.789601946,0.07602767,0.964792991,0.405707812,-0.018966019
1722873701.06952,-0.216537535,0.985699356,-1.692906976,-0.081386003,2.728368711,0.077240875,1.058798468,0.801520312,0.104313082
1722873701.07153,-0.21671921,0.990422606,-1.692906976,-0.068209219,2.782626104,0.089372948,1.073641443,0.796572661,0.199143159
1722873701.07354,-0.216810048,0.994873405,-1.692401409,-0.068984324,2.755497408,0.126173574,1.073641419,0.385917211,0.180177146
1722873701.07556,-0.216900855,1.002533674,-1.692164421,-0.048056495,2.708991098,0.149628919,1.133013296,0.554137528,0.28449024
1722873701.07755,-0.216900855,1.002533674,-1.692164421,-0.023253143,2.846959734,0.166613826,1.113222694,0.326545322,0.417252362
1722873701.07954,-0.216870576,1.01001215,-1.691074491,0.010851467,2.809754753,0.190473571,1.123118019,0.380969536,0.502599442
1722873701.08159,-0.216931134,1.017248511,-1.690632224,0.028678876,2.711316442,0.252347144,1.034060192,0.658038288,0.493116426
1722873701.08358,-0.216931134,1.021154404,-1.690142512,0.008526152,2.593500519,0.317860341,0.989531279,0.687724221,0.407769346
1722873701.08561,-0.216870576,1.024727106,-1.689526439,-0.003875524,2.471809101,0.332823241,1.039007854,0.702567184,0.293973249
1722873701.08768,-0.216779768,1.030722022,-1.68886292,0.030229086,2.422202492,0.355469787,1.009321928,1.241861719,0.360354316
1722873701.08952,-0.216779768,1.03405261,-1.688057303,0.053482229,2.542343712,0.368815076,1.024164891,0.994478911,0.407769358
1722873701.09159,-0.216749489,1.038321733,-1.687393785,0.041855657,2.504363537,0.400358468,1.019217205,0.554137516,0.312939274
1722873701.09348,-0.216628373,1.041954994,-1.686588168,0.045731181,2.409025574,0.416938961,1.053850794,1.043955505,0.180177152
1722873701.09553,-0.216446698,1.046224117,-1.68526125,0.084486419,2.450106144,0.435541469,1.078589082,1.157751608,0.237075198
1722873701.0977,-0.216386139,1.049736261,-1.68453455,0.102313828,2.574898052,0.463445246,1.113222671,0.450236744,0.388803333
1722873701.09957,-0.216386139,1.049736261,-1.68453455,0.06355859,2.522190952,0.520870411,1.073641419,0.014842969,0.502599436
1722873701.10156,-0.216083378,1.061574817,-1.682512522,0.066659011,2.542343616,0.570207524,1.098379707,0.064319533,0.502599436
1722873701.10366,-0.215931982,1.06584394,-1.681422591,0.094562785,2.485760975,0.615904999,1.152803946,0.534346902,0.50259943
1722873701.1055,-0.21562922,1.069295645,-1.680253625,0.14184418,2.464058018,0.667264104,1.172594571,1.063746154,0.474150395
1722873701.10752,-0.215447545,1.07347393,-1.679037213,0.164322218,2.469483709,0.69233706,1.222071099,1.335867262,0.531048441
1722873701.10969,-0.215447545,1.07347393,-1.679037213,0.158121377,2.519090414,0.690719461,1.182489848,0.682776594,0.663810551
1722873701.11169,-0.214963108,1.081255198,-1.675640821,0.150370324,2.395848799,0.704469168,1.241861749,1.098379731,0.587946498
1722873701.11367,-0.214508951,1.085342646,-1.674471855,0.175948782,2.438479519,0.742482996,1.222071147,1.142908651,0.550014472
1722873701.11614,-0.214206159,1.092639565,-1.673113346,0.181374517,2.461732626,0.79060688,1.222071147,1.08353678,0.540531462
1722873701.11796,-0.213842839,1.097362876,-1.671865344,0.199201927,2.384997272,0.808400583,1.202280498,0.841101599,0.616395521
1722873701.11961,-0.213540047,1.100178719,-1.670317292,0.256559676,2.432278728,0.836304367,1.172594547,0.846049255,0.654327559
1722873701.12154,-0.212934524,1.103327513,-1.667521238,0.241057581,2.437704468,0.871891809,1.123117995,0.296859384,0.63536154
1722873701.12351,-0.212571174,1.106960893,-1.666336417,0.212378705,2.363294411,0.927699351,1.172594571,0.504660952,0.398286343
1722873701.12548,-0.212207854,1.113803625,-1.66474092,0.240282476,2.324539232,0.98835969,1.13796097,0.60361408,0.341388297
1722873701.12751,-0.211905062,1.117255211,-1.663461447,0.268961355,2.291209793,1.051850843,1.093432069,0.450236726,0.407769358
1722873701.1295,-0.211057305,1.120010495,-1.660286188,0.292214501,2.137738991,1.054681683,1.014269543,0.440341401,0.417252362
1722873701.13178,-0.210542589,1.123280406,-1.658690691,0.289889187,2.082706499,1.017476702,1.068693757,0.846049213,0.521565449
1722873701.1335,-0.210027874,1.126883507,-1.657079458,0.314692533,2.223000431,1.068431425,1.093432045,0.796572655,0.673293585
1722873701.13554,-0.209603995,1.13369596,-1.655120611,0.323993796,2.223775482,1.137179852,1.014269543,0.737200797,0.464667404
1722873701.13751,-0.209180087,1.136269569,-1.653414488,0.342596316,2.153240919,1.173171663,1.113222671,0.648142993,0.445701385
1722873701.13956,-0.208665371,1.139448643,-1.651676893,0.371275192,2.066429234,1.178024483,1.108275032,0.796572679,0.625878537
1722873701.14155,-0.208090097,1.143717766,-1.647364259,0.348022038,2.07883091,1.17276721,1.137960982,0.588771093,0.796572685
1722873701.14369,-0.207423985,1.146594167,-1.645326495,0.350347352,2.080381107,1.195818138,1.068693781,0.588771093,0.635361552
1722873701.14555,-0.206364274,1.152377129,-1.643778443,0.339495885,2.043176126,1.258904934,1.162699246,0.801520312,0.455184388
1722873701.14752,-0.205879837,1.155647159,-1.642056465,0.366624552,2.0168226,1.298940802,1.197332835,0.75204376,0.350871289
1722873701.14985,-0.205153197,1.158826232,-1.639781713,0.375150704,1.906757736,1.331697392,1.212175798,0.969740653,0.379320312
1722873701.1518,-0.20433569,1.161581516,-1.63734901,0.436383981,1.926135349,1.353130722,1.187437534,0.984583622,0.635361528
1722873701.15374,-0.203820974,1.164336801,-1.635248065,0.4720388,1.922259784,1.425114369,1.197332859,0.865839869,0.749157624
1722873701.15549,-0.202337384,1.167394876,-1.630429983,0.45653671,1.933111262,1.446143341,1.142908645,0.648142982,0.464667389
1722873701.15752,-0.201701552,1.173510909,-1.628581643,0.482115173,1.85560081,1.48334837,1.133013296,0.80646798,0.331905285
1722873701.15951,-0.201126277,1.175872564,-1.626591325,0.519320202,1.839323616,1.431989193,1.063746095,0.890578139,0.436218369
1722873701.16155,-0.200551003,1.178173542,-1.624600887,0.466613066,1.80211854,1.461914968,1.053850794,0.578875798,0.256041209
1722873701.1635,-0.198946297,1.180838108,-1.620051384,0.426307619,1.752511859,1.461510587,1.227018785,0.737200797,0.350871286
1722873701.1656,-0.198037952,1.183835506,-1.618187308,0.461962438,1.740110183,1.460297418,1.202280521,0.618457037,0.587946483
