time,q0,q1,q2,dq0,dq1,dq2,tau0,tau1,tau2
1722873643.27665,0.080485046,0.895199835,-1.036448002,0.218579558,-0.152695641,0.161761001,1.271547675,0.534346879,0.293973237
1722873643.27859,0.080848336,0.894745648,-1.036084652,0.217804447,-0.171298152,0.171062255,1.281443,0.573928118,0.284490228
1722873643.28084,0.081393361,0.894382358,-1.035547614,0.211603603,-0.210828495,0.188855958,1.236914086,0.568980455,0.227592182
1722873643.28266,0.081605315,0.893685937,-1.0352,0.198426819,-0.22633059,0.196944007,1.227018762,0.519503903,0.151728123
1722873643.28468,0.081877768,0.893262029,-1.034915686,0.206952971,-0.213153809,0.189664763,1.291338301,0.568980479,0.123279101
1722873643.28659,0.082210839,0.892807901,-1.034552336,0.21392892,-0.213928914,0.191686773,1.311128926,0.60361408,0.132762107
1722873643.28852,0.08254391,0.892565668,-1.034204841,0.213153815,-0.186025143,0.182789922,1.266600037,0.613509393,0.104313084
1722873643.29054,0.082755864,0.892202377,-1.033904672,0.182924727,-0.188350457,0.180767912,1.251757073,0.623404694,0.104313084
1722873643.29253,0.083028316,0.89174819,-1.033588767,0.155796057,-0.198426825,0.179150307,1.241861773,0.613509369,0.161211137
1722873643.29453,0.083361387,0.89138484,-1.033257008,0.147269905,-0.215479136,0.177128297,1.227018809,0.658038282,0.256041217
1722873643.29655,0.083815575,0.891082048,-1.032814741,0.136418441,-0.2092783,0.167018235,1.231966448,0.588771105,0.237075198
1722873643.2988,0.084027529,0.890506804,-1.032577753,0.165872428,-0.206952986,0.156099364,1.291338301,0.544242203,0.237075192
1722873643.30062,0.084330261,0.890173733,-1.03235662,0.229431017,-0.219354656,0.150437728,1.311128926,0.544242203,0.256041205
1722873643.30265,0.084481657,0.889871001,-1.031961679,0.194551298,-0.220129755,0.147606909,1.291338301,0.554137528,0.284490228
1722873643.30467,0.085026681,0.88956821,-1.031756282,0.170523053,-0.227880806,0.143158481,1.266600013,0.504660964,0.341388285
1722873643.3066,0.085268855,0.889174581,-1.031503558,0.151145434,-0.213153815,0.140732065,1.301233602,0.509608603,0.398286343
1722873643.30884,0.085541368,0.888538778,-1.031250834,0.175948784,-0.194551298,0.138305655,1.271547675,0.524451578,0.369837314
1722873643.31053,0.085753322,0.88811487,-1.031029701,0.19377619,-0.190675771,0.138305655,1.291338301,0.509608614,0.312939256
1722873643.3125,0.086025834,0.887842357,-1.030761123,0.209278291,-0.210828501,0.13709245,1.296285963,0.519503915,0.284490228
1722873643.31458,0.086237788,0.887509346,-1.030255556,0.207728082,-0.222455072,0.135879239,1.350710177,0.509608597,0.284490228
1722873643.31663,0.086510241,0.887115717,-1.030050278,0.178274098,-0.20307745,0.143562886,1.365553164,0.529399216,0.284490228
1722873643.31887,0.086752474,0.886812925,-1.030050278,0.155020952,-0.15579606,0.155290559,1.400186753,0.55908516,0.284490228
1722873643.32057,0.087297499,0.886389017,-1.029560566,0.156571162,-0.181374517,0.151246539,1.410082078,0.539294541,0.284490228
1722873643.32254,0.087509394,0.885632098,-1.029291987,0.160446686,-0.19842682,0.143158486,1.380396152,0.544242203,0.284490228
1722873643.32453,0.087751627,0.885238528,-1.029039264,0.163547105,-0.208503181,0.147606912,1.360605526,0.509608608,0.26552422
1722873643.32651,0.088024139,0.88481462,-1.028770685,0.175173676,-0.207728076,0.149628922,1.380396152,0.514556265,0.246558213
1722873643.32856,0.088296652,0.88445127,-1.028470516,0.197651714,-0.203852552,0.145180494,1.444715691,0.484870327,0.256041217
1722873643.33104,0.088569105,0.884057701,-1.028186202,0.207728076,-0.179824305,0.150842124,1.469453955,0.514556253,0.275007224
1722873643.33268,0.088811338,0.883633792,-1.027917624,0.204627657,-0.169747943,0.148415709,1.48924458,0.494765627,0.284490228
1722873643.33469,0.089053571,0.88333106,-1.027649045,0.182149619,-0.196876609,0.138305646,1.479349256,0.519503903,0.303456247
1722873643.33655,0.089295805,0.88296771,-1.027427912,0.165872419,-0.220904863,0.119298729,1.518930507,0.484870315,0.322422266
1722873643.3386,0.089568317,0.882574081,-1.027143598,0.155796057,-0.224780387,0.133048412,1.469453931,0.49971329,0.293973249
1722873643.34055,0.090022445,0.882241011,-1.026748657,0.143394381,-0.206952974,0.137496845,1.464506292,0.539294547,0.256041223
1722873643.34261,0.090022445,0.881908,-1.026748657,0.135643333,-0.176723886,0.135070437,1.479349279,0.514556265,0.23707521
1722873643.34451,0.090355515,0.881423533,-1.026385307,0.173623466,-0.206952971,0.132239619,1.48924458,0.474975014,0.180177158
1722873643.34652,0.090809643,0.880727172,-1.02587986,0.210828495,-0.233306539,0.144371691,1.479349256,0.460132045,0.275007242
1722873643.34886,0.090991318,0.880454659,-1.025658727,0.188350457,-0.227880812,0.143562883,1.439768004,0.470027357,0.322422275
1722873643.35063,0.091203272,0.880151868,-1.025453329,0.153470743,-0.212378713,0.142349675,1.454610991,0.420550793,0.322422266
1722873643.35255,0.091506064,0.879758239,-1.025026798,0.182149619,-0.225555488,0.136283636,1.464506292,0.470027357,0.284490228
1722873643.35452,0.091748297,0.879394948,-1.025026798,0.216254234,-0.234081638,0.132644013,1.449663329,0.534346879,0.284490228
1722873643.35652,0.092232704,0.878698587,-1.024584532,0.207728082,-0.240282476,0.128599992,1.410082078,0.494765627,0.26552422
1722873643.35851,0.092474937,0.878365517,-1.024347544,0.211603609,-0.197651714,0.134261629,1.390291452,0.440341413,0.246558213
1722873643.36051,0.092717171,0.877941608,-1.024078965,0.213153815,-0.187575352,0.148415717,1.38534379,0.430446106,0.23707521
1722873643.36251,0.093019903,0.877608538,-1.023826241,0.233306536,-0.201527238,0.156503761,1.424925041,0.494765627,0.23707521
1722873643.36475,0.093231857,0.877305806,-1.023573518,0.214704019,-0.213153809,0.154886153,1.429872704,0.489817971,0.21810919
1722873643.3666,0.093504369,0.876881897,-1.023289084,0.190675771,-0.214704022,0.146798104,1.454610991,0.49971329,0.180177152
1722873643.3686,0.093776882,0.876518607,-1.023083806,0.160446686,-0.250358844,0.155694965,1.419977379,0.559085172,0.180177152
1722873643.37058,0.094049394,0.876215816,-1.022862673,0.164322209,-0.214704022,0.157312572,1.424925017,0.539294541,0.180177152
1722873643.37271,0.094321847,0.875822186,-1.022262335,0.181374514,-0.182924724,0.160952196,1.449663305,0.470027351,0.123279104
1722873643.37456,0.094806314,0.87497443,-1.021978021,0.1790492,-0.191450876,0.16944465,1.400186753,0.479922658,0.066381055
1722873643.37662,0.095078826,0.874701917,-1.021709442,0.158896476,-0.223230171,0.153672951,1.405134416,0.479922658,0.08534707
1722873643.37854,0.095411837,0.874247789,-1.021409273,0.158896476,-0.217804438,0.151650938,1.325971913,0.470027351,0.08534707
1722873643.38071,0.095593512,0.87385416,-1.021093369,0.140293962,-0.188350457,0.172679861,1.41502974,0.499713284,0.066381055
1722873643.38262,0.095926583,0.873581648,-1.020840645,0.145719695,-0.172073257,0.18198112,1.355657864,0.509608597,0.028449024
1722873643.38466,0.096229374,0.873218298,-1.020303488,0.141069067,-0.168197733,0.163378605,1.419977379,0.470027351,0.028449024
1722873643.38658,0.096471548,0.872794449,-1.020303488,0.164322209,-0.193001086,0.145180494,1.38534379,0.450236732,0.037932032
1722873643.38851,0.096744061,0.87240082,-1.020019174,0.186025143,-0.219354647,0.137092441,1.439768028,0.460132045,0.123279108
1722873643.39055,0.097258806,0.872067809,-1.019561052,0.209278291,-0.21005339,0.142754078,1.370500827,0.460132045,0.142245124
1722873643.3925,0.097258806,0.87167418,-1.019561052,0.21780445,-0.194551295,0.149628922,1.311128926,0.420550793,0.123279107
1722873643.39454,0.097712934,0.870917201,-1.019055605,0.220904872,-0.182149619,0.142349681,1.350710177,0.455184388,0.094830081
1722873643.39657,0.097894609,0.870553911,-1.018865943,0.199201933,-0.179824305,0.126982388,1.370500827,0.499713308,0.094830081
1722873643.39907,0.098076284,0.870281398,-1.01864481,0.163547108,-0.196101505,0.119703141,1.424925065,0.494765651,0.094830081
1722873643.40059,0.098348796,0.869918108,-1.018423676,0.168197733,-0.217029333,0.120916343,1.429872727,0.430446112,0.094830081
1722873643.40256,0.098621249,0.869433641,-1.018202543,0.178274095,-0.2604352,0.111615084,1.48924458,0.445289087,0.113796094
1722873643.40457,0.099045157,0.86913085,-1.017839193,0.160446686,-0.250358838,0.107166657,1.528825808,0.460132056,0.132762107
1722873643.40662,0.099045157,0.8687675,-1.017839193,0.134093124,-0.226330596,0.107975462,1.558511734,0.460132051,0.142245114
1722873643.40855,0.099408507,0.868222535,-1.017633796,0.144169486,-0.218579549,0.110401876,1.528825808,0.445289075,0.142245114
1722873643.41056,0.099650681,0.867738128,-1.017175674,0.158121371,-0.249583736,0.10635785,1.558511782,0.494765627,0.199143159
1722873643.41252,0.099923193,0.867405057,-1.017175674,0.183699828,-0.222455066,0.102718227,1.513982892,0.524451578,0.256041205
1722873643.41465,0.100135148,0.867011428,-1.016875625,0.171298152,-0.202302349,0.099483009,1.484296942,0.529399252,0.284490228
1722873643.41662,0.100619614,0.866315067,-1.016543865,0.196101505,-0.201527244,0.107571061,1.400186777,0.529399252,0.284490228
1722873643.41869,0.10077095,0.865981996,-1.016543865,0.189900666,-0.212378713,0.116467917,1.474401641,0.539294553,0.284490228
1722873643.42054,0.100952625,0.865648925,-1.016417503,0.176723886,-0.215479136,0.112423892,1.538721156,0.474975014,0.284490228
1722873643.42252,0.101194859,0.865255356,-1.016243696,0.1464948,-0.226330599,0.099483012,1.53377347,0.435393763,0.284490228
1722873643.42452,0.101437092,0.864892006,-1.01610148,0.152695638,-0.216254231,0.096652195,1.538721132,0.460132056,0.303456247
1722873643.42651,0.101739883,0.864437819,-1.015959382,0.183699834,-0.235631847,0.101100624,1.499139905,0.504660976,0.360354304
1722873643.42853,0.10225457,0.86401397,-1.015674949,0.217804444,-0.222455066,0.089372951,1.479349279,0.489818001,0.369837314
1722873643.43075,0.102375686,0.863317609,-1.015501261,0.207728082,-0.229431009,0.088968547,1.459558654,0.494765651,0.369837314
1722873643.43271,0.102648199,0.862863421,-1.015406489,0.185250044,-0.227105695,0.069961628,1.504087567,0.494765639,0.331905276
1722873643.43461,0.102890432,0.862590909,-1.015248537,0.187575358,-0.230981219,0.063086787,1.538721156,0.474975014,0.331905276
1722873643.43653,0.103162885,0.862136722,-1.01510632,0.179049203,-0.244158,0.060660372,1.499139905,0.499713284,0.388803333
1722873643.43858,0.103405118,0.861682594,-1.014964104,0.167422628,-0.244158006,0.06996163,1.513982868,0.544242179,0.426735371
1722873643.44053,0.103980422,0.861319244,-1.014695525,0.165097314,-0.229431015,0.083306913,1.499139881,0.519503903,0.436218381
1722873643.44251,0.103980422,0.860895395,-1.014521837,0.165097314,-0.209278288,0.084115718,1.484296894,0.499713302,0.388803333
1722873643.44458,0.104283154,0.86038065,-1.014521837,0.170523047,-0.205402768,0.078049681,1.469453931,0.524451578,0.350871295
1722873643.44655,0.1047979,0.860047579,-1.014269114,0.187575352,-0.195326406,0.071983643,1.469453931,0.588771105,0.312939256
1722873643.44871,0.105070412,0.85962373,-1.014111042,0.175948781,-0.221679965,0.063086787,1.474401593,0.549189854,0.293973237
1722873643.45069,0.105342865,0.859139264,-1.013937354,0.141844171,-0.241832691,0.065917605,1.479349256,0.544242203,0.303456247
1722873643.45251,0.105585098,0.858321786,-1.013810992,0.149595219,-0.227880806,0.06187358,1.41502974,0.554137504,0.303456247
1722873643.45452,0.105827332,0.858049273,-1.01365304,0.178274101,-0.194551298,0.073196849,1.424925065,0.494765627,0.312939256
1722873643.45653,0.106039286,0.857655644,-1.013431787,0.193776196,-0.185250038,0.070770434,1.429872727,0.529399216,0.379320323
1722873643.45856,0.106311738,0.857201517,-1.013431787,0.166647527,-0.194551295,0.065513203,1.429872727,0.578875786,0.445701391
1722873643.46056,0.106765926,0.856535435,-1.013210654,0.160446686,-0.199977034,0.077240876,1.429872704,0.60856173,0.4551844
1722873643.46253,0.10697788,0.856202364,-1.013131738,0.168197733,-0.211603606,0.075623266,1.449663305,0.583823442,0.436218381
1722873643.46451,0.107220113,0.855808735,-1.013036847,0.162772,-0.234856746,0.057425153,1.400186753,0.573928118,0.426735371
1722873643.46653,0.107734799,0.855475664,-1.012815714,0.159671581,-0.216254228,0.054594336,1.360605502,0.568980455,0.388803333
1722873643.46855,0.108007312,0.855082095,-1.012705207,0.176723886,-0.203852552,0.058233958,1.390291429,0.559085155,0.388803333
1722873643.47061,0.108249545,0.854749024,-1.012578845,0.213928914,-0.180599409,0.059042762,1.380396128,0.539294553,0.426735371
1722873643.47252,0.10843122,0.853961825,-1.012294412,0.206177866,-0.194551295,0.07157924,1.439768004,0.544242203,0.407769352
1722873643.47451,0.108945906,0.853628755,-1.012183905,0.178274095,-0.201527238,0.079262888,1.469453931,0.549189854,0.360354304
1722873643.47653,0.108945906,0.853265405,-1.012183905,0.157346267,-0.207728076,0.078858486,1.479349232,0.49971329,0.331905276
1722873643.47852,0.109460652,0.852811277,-1.011915326,0.175173676,-0.22633059,0.073196851,1.459558606,0.494765639,0.331905276
1722873643.4807,0.109702826,0.852508485,-1.011820555,0.164322209,-0.214704019,0.059447166,1.439768004,0.519503921,0.331905276
1722873643.48263,0.109945059,0.851721287,-1.011678338,0.158896476,-0.222455066,0.054594336,1.419977403,0.534346902,0.331905276
1722873643.48451,0.110187292,0.851297379,-1.011567831,0.161996895,-0.202302343,0.058233958,1.390291452,0.524451602,0.369837314
1722873643.48651,0.110429525,0.850994587,-1.011457205,0.154245847,-0.175948781,0.056616347,1.419977379,0.499713314,0.407769352
1722873643.48866,0.110701978,0.850601017,-1.011346579,0.152695638,-0.151145428,0.054189932,1.419977379,0.52939924,0.426735371
1722873643.49053,0.111156166,0.850237668,-1.011172891,0.140293962,-0.203077447,0.047315091,1.395239091,0.539294559,0.388803333
1722873643.4925,0.111156166,0.849874377,-1.011172891,0.129442495,-0.238732266,0.042057859,1.365553141,0.534346914,0.350871295
1722873643.49451,0.111761749,0.84942019,-1.010904312,0.161996895,-0.2278808,0.059447166,1.370500803,0.529399252,0.369837314
1722873643.49653,0.112003922,0.84905684,-1.010793686,0.216254228,-0.182149619,0.069961629,1.429872704,0.529399252,0.407769352
1722873643.49864,0.112215877,0.848299921,-1.010651588,0.246483314,-0.199201924,0.07643207,1.405134439,0.544242203,0.426735371
